,sex,embarked,class,who,deck,embark_town,alive,adult_male,alone,survived,pclass,age,sibsp,parch,fare_scaling
176,1,2,2,1,2,2,0,1,0,0,3,29.69911764705882,3,1,-0.13565761536436197
177,0,0,0,2,2,0,0,0,1,0,1,50.0,0,0,-0.07030444769415023
178,1,2,1,1,2,2,0,1,1,0,2,30.0,0,0,-0.3866707201133388
179,1,2,2,1,2,2,0,1,1,0,3,36.0,0,0,-0.6484216535389205
180,0,2,2,2,2,2,0,0,0,0,3,29.69911764705882,8,2,0.7519458402879414
181,1,0,1,1,2,0,0,1,1,0,2,29.69911764705882,0,0,-0.34539461138084326
182,1,2,2,0,2,2,0,0,0,0,3,9.0,4,2,-0.016444159470040135
183,1,2,1,0,5,2,1,0,0,1,2,1.0,2,1,0.13683114673782454
184,0,2,2,0,2,2,1,0,0,1,3,4.0,0,2,-0.20495516825442542
185,1,2,0,1,0,2,0,1,1,0,1,29.69911764705882,0,0,0.3583127057902398
186,0,1,2,2,2,1,1,0,0,1,3,29.69911764705882,1,0,-0.3363340021468808
187,1,2,0,1,2,2,1,1,1,1,1,45.0,0,0,-0.11384570873513637
188,1,1,2,1,2,1,0,1,0,0,3,40.0,1,1,-0.3363340021468808
189,1,2,2,1,2,2,0,1,1,0,3,36.0,0,0,-0.4894421904510968
190,0,2,1,2,2,2,1,0,1,1,2,32.0,0,0,-0.3866707201133388
191,1,2,1,1,2,2,0,1,1,0,2,19.0,0,0,-0.3866707201133388
192,0,2,2,2,2,2,1,0,0,1,3,19.0,1,0,-0.4902797934380587
193,1,2,1,0,5,2,1,0,0,1,2,3.0,1,1,-0.12491978668775715
194,0,0,0,2,1,0,1,0,1,1,1,44.0,0,0,-0.09027201697708476
195,0,0,0,2,1,0,1,0,1,1,1,58.0,0,0,2.301728820789
196,1,1,2,1,2,1,0,1,1,0,3,29.69911764705882,0,0,-0.49237782784290063
197,1,2,2,1,2,2,0,1,0,0,3,42.0,0,1,-0.47920571548543794
198,0,1,2,2,2,1,1,0,1,1,3,29.69911764705882,0,0,-0.49237782784290063
199,0,2,1,2,2,2,0,0,1,0,2,24.0,0,0,-0.3866707201133388
200,1,2,2,1,2,2,0,1,1,0,3,28.0,0,0,-0.45714212526638004
201,1,2,2,1,2,2,0,1,0,0,3,29.69911764705882,8,2,0.7519458402879414
202,1,2,2,1,2,2,0,1,1,0,3,34.0,0,0,-0.5176307525123133
203,1,0,2,1,2,0,0,1,1,0,3,45.5,0,0,-0.5029485386158568
204,1,2,2,1,2,2,1,1,1,1,3,18.0,0,0,-0.4863374216869257
205,0,2,2,0,6,2,0,0,0,0,3,2.0,0,1,-0.43776248884929375
206,1,2,2,1,2,2,0,1,0,0,3,32.0,1,0,-0.32928686163157667
207,1,0,2,1,2,0,1,1,1,1,3,26.0,0,0,-0.2701412180209885
208,0,1,2,2,2,1,1,0,1,1,3,16.0,0,0,-0.49237782784290063
209,1,0,0,1,0,0,1,1,1,1,1,40.0,0,0,-0.024246350754841113
210,1,2,2,1,2,2,0,1,1,0,3,24.0,0,0,-0.5064721088735089
211,0,2,1,2,2,2,1,0,1,1,2,35.0,0,0,-0.22559322262067316
212,1,2,2,1,2,2,0,1,1,0,3,22.0,0,0,-0.5024451714361923
213,1,2,1,1,2,2,0,1,1,0,2,30.0,0,0,-0.3866707201133388
214,1,1,2,1,2,1,0,1,0,0,3,29.69911764705882,1,0,-0.49237782784290063
215,0,0,0,2,3,0,1,0,0,1,1,31.0,1,0,1.6323350375212924
216,0,2,2,2,2,2,1,0,1,1,3,27.0,0,0,-0.4888542575852486
217,1,2,1,1,2,2,0,1,0,0,2,42.0,1,0,-0.10478509950117394
218,0,0,0,2,3,0,1,0,1,1,1,32.0,0,0,0.8876878608937296
219,1,2,1,1,2,2,0,1,1,0,2,30.0,0,0,-0.43700743807979686
220,1,2,2,1,2,2,1,1,1,1,3,16.0,0,0,-0.4863374216869257
221,1,2,1,1,2,2,0,1,1,0,2,27.0,0,0,-0.3866707201133388
222,1,2,2,1,2,2,0,1,1,0,3,51.0,0,0,-0.4863374216869257
223,1,2,2,1,2,2,0,1,1,0,3,29.69911764705882,0,0,-0.4894421904510968
224,1,2,0,1,2,2,1,1,0,1,1,38.0,1,0,1.163700193253568
225,1,2,2,1,2,2,0,1,1,0,3,22.0,0,0,-0.4601623283443675
226,1,2,1,1,2,2,1,1,1,1,2,19.0,0,0,-0.43700743807979686
227,1,2,2,1,2,2,0,1,1,0,3,20.5,0,0,-0.5024451714361923
228,1,2,1,1,2,2,0,1,1,0,2,18.0,0,0,-0.3866707201133388
229,0,2,2,2,2,2,0,0,0,0,3,29.69911764705882,3,1,-0.13565761536436197
230,0,2,0,2,2,2,1,0,0,1,1,35.0,1,0,1.0323213593611125
231,1,2,2,1,2,2,0,1,1,0,3,29.0,0,0,-0.4918744606632361
232,1,2,1,1,2,2,0,1,1,0,2,59.0,0,0,-0.3766033765200472
233,0,2,2,0,2,2,1,0,0,1,3,5.0,4,2,-0.016444159470040135
234,1,2,1,1,2,2,0,1,1,0,2,24.0,0,0,-0.43700743807979686
235,0,2,2,2,2,2,0,0,1,0,3,29.69911764705882,0,0,-0.49640476528021726
236,1,2,1,1,2,2,0,1,0,0,2,44.0,1,0,-0.12491978668775715
237,0,2,1,0,2,2,1,0,0,1,2,8.0,0,2,-0.11988611489111134
238,1,2,1,1,2,2,0,1,1,0,2,19.0,0,0,-0.43700743807979686
239,1,2,1,1,2,2,0,1,1,0,2,33.0,0,0,-0.4012683683236117
240,0,0,2,2,2,0,0,0,0,0,3,29.69911764705882,1,0,-0.3573908580066095
241,0,1,2,2,2,1,1,0,0,1,3,29.69911764705882,1,0,-0.3363340021468808
242,1,2,1,1,2,2,0,1,1,0,2,29.0,0,0,-0.43700743807979686
243,1,2,2,1,2,2,0,1,1,0,3,22.0,0,0,-0.5049620073345151
244,1,0,2,1,2,0,0,1,1,0,3,30.0,0,0,-0.5029485386158568
245,1,1,0,1,2,1,0,1,0,0,1,44.0,2,0,1.163700193253568
246,0,2,2,2,2,2,0,0,1,0,3,25.0,0,0,-0.4918744606632361
247,0,2,1,2,2,2,1,0,0,1,2,24.0,0,2,-0.35646868933346404
248,1,2,0,1,3,2,1,1,0,1,1,37.0,1,1,0.40974072380221066
249,1,2,1,1,2,2,0,1,0,0,2,54.0,1,0,-0.12491978668775715
250,1,2,2,1,2,2,0,1,1,0,3,29.69911764705882,0,0,-0.5024451714361923
251,0,2,2,2,6,2,0,0,0,0,3,29.0,1,1,-0.43776248884929375
252,1,2,0,1,2,2,0,1,1,0,1,62.0,0,0,-0.11384570873513637
253,1,2,2,1,2,2,0,1,0,0,3,30.0,1,0,-0.32425318983493084
254,0,2,2,2,2,2,0,0,0,0,3,41.0,0,2,-0.2414492887801075
255,0,0,2,2,2,0,1,0,0,1,3,29.0,0,2,-0.3414522396297103
256,0,0,0,2,2,0,1,0,1,1,1,29.69911764705882,0,0,0.9462455716384695
257,0,2,0,2,1,2,1,0,1,1,1,30.0,0,0,1.093228788100527
258,0,0,0,2,2,0,1,0,1,1,1,35.0,0,0,9.667166525013505
259,0,2,1,2,2,2,1,0,0,1,2,50.0,0,1,-0.12491978668775715
260,1,1,2,1,2,1,0,1,1,0,3,29.69911764705882,0,0,-0.49237782784290063
261,1,2,2,0,2,2,1,0,0,1,3,3.0,4,2,-0.016444159470040135
262,1,2,0,1,4,2,0,1,0,0,1,52.0,1,1,0.955306180872432
263,1,2,0,1,1,2,0,1,1,0,1,40.0,0,0,-0.6484216535389205
264,0,1,2,2,2,1,0,0,1,0,3,29.69911764705882,0,0,-0.49237782784290063
265,1,2,1,1,2,2,0,1,1,0,2,36.0,0,0,-0.43700743807979686
266,1,2,2,1,2,2,0,1,0,0,3,16.0,4,1,0.1506737441786005
267,1,2,2,1,2,2,1,1,0,1,3,25.0,1,0,-0.4918744606632361
268,0,2,0,2,2,2,1,0,0,1,1,58.0,0,1,2.441497778832105
269,0,2,0,2,2,2,1,0,1,1,1,35.0,0,0,2.0825124140450755
270,1,2,0,1,2,2,0,1,1,0,1,29.69911764705882,0,0,-0.024246350754841113
271,1,2,2,1,2,2,1,1,1,1,3,25.0,0,0,-0.6484216535389205
272,0,2,1,2,2,2,1,0,0,1,2,41.0,0,1,-0.255795253400548
273,1,0,0,1,2,0,0,1,0,0,1,37.0,0,1,-0.05042144409739929
274,0,1,2,2,2,1,1,0,1,1,3,29.69911764705882,0,0,-0.49237782784290063
275,0,2,0,2,3,2,1,0,0,1,1,63.0,1,0,0.921244330558889
276,0,2,2,2,2,2,0,0,1,0,3,45.0,0,0,-0.49237782784290063
277,1,2,1,1,2,2,0,1,1,0,2,29.69911764705882,0,0,-0.6484216535389205
278,1,1,2,0,2,1,0,0,0,0,3,7.0,4,1,-0.06199888922968463
279,0,2,2,2,2,2,1,0,0,1,3,35.0,1,1,-0.24069423801061057
280,1,1,2,1,2,1,0,1,1,0,3,65.0,0,0,-0.49237782784290063
281,1,2,2,1,2,2,0,1,1,0,3,28.0,0,0,-0.4902797934380587
282,1,2,2,1,2,2,0,1,1,0,3,16.0,0,0,-0.45714212526638004
283,1,2,2,1,2,2,1,1,1,1,3,19.0,0,0,-0.4863374216869257
284,1,2,0,1,0,2,0,1,1,0,1,29.69911764705882,0,0,-0.12491978668775715
285,1,0,2,1,2,0,0,1,1,0,3,33.0,0,0,-0.47400492578514347
286,1,2,2,1,2,2,1,1,1,1,3,30.0,0,0,-0.45714212526638004
287,1,2,2,1,2,2,0,1,1,0,3,22.0,0,0,-0.4894421904510968
288,1,2,1,1,2,2,1,1,1,1,2,42.0,0,0,-0.3866707201133388
289,0,1,2,2,2,1,1,0,1,1,3,22.0,0,0,-0.49237782784290063
290,0,2,0,2,2,2,1,0,1,1,1,26.0,0,0,0.9391984311231651
291,0,0,0,2,1,0,1,0,0,1,1,19.0,1,0,1.1854295476653287
292,1,0,1,1,3,0,0,1,1,0,2,36.0,0,0,-0.3891875560116617
293,0,2,2,2,2,2,0,0,1,0,3,24.0,0,0,-0.4702296719376591
294,1,2,2,1,2,2,0,1,1,0,3,24.0,0,0,-0.4894421904510968
295,1,0,0,1,2,0,0,1,1,0,1,29.69911764705882,0,0,-0.09027201697708476
296,1,0,2,1,2,0,0,1,1,0,3,23.5,0,0,-0.5028639729296732
297,0,2,0,0,2,2,0,0,0,0,1,2.0,1,2,2.4029901895877646
298,1,2,0,1,2,2,1,1,1,1,1,29.69911764705882,0,0,-0.034313694348132716
299,0,0,0,2,1,0,1,0,0,1,1,50.0,0,1,4.335332226633905
300,0,1,2,2,2,1,1,0,1,1,3,29.69911764705882,0,0,-0.49237782784290063
301,1,1,2,1,2,1,1,1,0,1,3,29.69911764705882,2,0,-0.18029017645086096
302,1,2,2,1,2,2,0,1,1,0,3,19.0,0,0,-0.6484216535389205
303,0,1,1,2,4,1,1,0,1,1,2,29.69911764705882,0,0,-0.3997582667846179
304,1,2,2,1,2,2,0,1,1,0,3,29.69911764705882,0,0,-0.4863374216869257
305,1,2,0,0,2,2,1,0,0,1,1,0.92,1,2,2.4029901895877646
306,0,0,0,2,2,0,1,0,1,1,1,29.69911764705882,0,0,1.5841789061771412
307,0,0,0,2,2,0,1,0,0,1,1,17.0,1,0,1.5442457810799908
308,1,0,1,1,2,0,0,1,0,0,2,30.0,1,0,-0.16518916106092355
309,0,0,0,2,4,0,1,0,1,1,1,30.0,0,0,0.49782998024351216
310,0,0,0,2,2,0,1,0,1,1,1,24.0,0,0,1.0259447039291216
311,0,0,0,2,1,0,1,0,0,1,1,18.0,2,2,4.634416897040849
312,0,2,1,2,2,2,0,0,0,0,2,26.0,1,1,-0.12491978668775715
313,1,2,2,1,2,2,0,1,1,0,3,28.0,0,0,-0.4894421904510968
314,1,2,1,1,2,2,0,1,0,0,2,43.0,1,1,-0.11988611489111134
315,0,2,2,2,2,2,1,0,1,1,3,26.0,0,0,-0.4902797934380587
316,0,2,1,2,2,2,1,0,0,1,2,24.0,1,0,-0.12491978668775715
317,1,2,1,1,2,2,0,1,1,0,2,54.0,0,0,-0.36653603292675563
318,0,2,0,2,2,2,1,0,0,1,1,31.0,0,2,2.671117778445337
319,0,0,0,2,4,0,1,0,0,1,1,40.0,1,1,2.059693773056521
320,1,2,2,1,2,2,0,1,1,0,3,22.0,0,0,-0.5024451714361923
321,1,2,2,1,2,2,0,1,1,0,3,27.0,0,0,-0.4894421904510968
322,0,1,1,2,2,1,1,0,1,1,2,30.0,0,0,-0.3997582667846179
323,0,2,1,2,2,2,1,0,0,1,2,22.0,1,1,-0.06451572512800753
324,1,2,2,1,2,2,0,1,0,0,3,29.69911764705882,8,2,0.7519458402879414
325,0,0,0,2,2,0,1,0,1,1,1,36.0,0,0,2.0825124140450755
326,1,2,2,1,2,2,0,1,1,0,3,61.0,0,0,-0.5228315422126077
